Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	Gene name
YOR149C	854320	Q04174	SMP3
YDR524W-C	1466437	P0C1Z1	
YJL180C	853259	P22135	ATP12
YLR021W	850708	Q07951	IRC25
YBR012C		P38214	
YBR188C	852486	P38302	NTC20
YJL147C	853294	P47007	MRX5
YPL029W	856078	P32580	SUV3
YGR169C	853079	P53294	PUS6
YLR331C		O13555	JIP3
YLR450W	851171	P12684	HMG2
YLR140W		Q12077	
YMR322C	855372	Q04902	SNO4
YDL085W	851474	Q07500	NDE2
YLR157W-E	1466413	P0CF00	
YJR116W	853580	P47153	TDA4
YDR300C	851894	P32264	PRO1
YGR063C	852955	P32914	SPT4
YPL113C	855990	Q02961	
YKL011C	853858	Q03702	CCE1
YLR390W	851106	Q06011	ECM19
YDL168W	851386	P32771	SFA1
YPL190C	855911	P38996	NAB3
YKL160W	853697	P36053	ELF1
YPL241C	855835	P46670	CIN2
YHR068W	856465	P38791	DYS1
YGR256W	853172	P53319	GND2
YOL164W	854000	Q08347	BDS1
YPL281C	854575	P0CX11	ERR2
YPL281C	855848	P0CX11	ERR2
YPL281C	854575	P0CX10	ERR2
YPL281C	855848	P0CX10	ERR2
YLR291C	850998	P32502	GCD7
YPL023C	856084	P46151	MET12
YJL025W	853428	P40992	RRN7
YPR043W	856156	P0CX25	RPL43A
YPR043W	853557	P0CX25	RPL43A
YPR043W	856156	P0CX26	RPL43A
YPR043W	853557	P0CX26	RPL43A
YKL144C	853713	P35718	RPC25
YML119W	854920	Q03208	
YOR011W	854175	Q08409	AUS1
YGL036W	852847	P53185	
YHR218W-A	852160	A0A023PXF5	
YHR218W-A	852160	Q3E7Y4	
YKL055C	853810	P35731	OAR1
YBL075C	852203	P09435	SSA3
YPR116W	856232	Q06109	RRG8
YER044C-A	856768	P29467	MEI4
YHR037W	856432	P07275	PUT2
YLR408C	851124	Q06071	BLS1
YHR012W	856403	P38759	VPS29
YGR192C	853106	P00359	TDH3
YOR071C	854237	Q08485	NRT1
YNL181W	855540	P53878	PBR1
YDR360W		P87286	OPI7
YDR195W	851776	P42073	REF2
YGL191W	852684	P32799	COX13
YDR321W	851920	P38986	ASP1
YLR240W	850941	P22543	VPS34
YJR062C	853525	P40354	NTA1
YGR051C		P53232	
YKR043C	853917	P36136	SHB17
YOR022C	854187	Q12204	DDL1
YOR125C	854292	P41735	CAT5
YGR013W	852896	P53207	SNU71
YIL032C		P40536	
YBR102C	852398	P38261	EXO84
YNL197C	855524	P34761	WHI3
YHR144C	856548	P06773	DCD1
YER101C	856838	P39945	AST2
YDR237W	851823	P36519	MRPL7
YDL127W	851430	P25693	PCL2
YOL141W	854024	Q08282	PPM2
YER121W	856858	P40076	
YNL064C	855661	P25491	YDJ1
YCL023C		P25563	
YNL202W	855518	P32573	SPS19
YGR123C	853023	P53043	PPT1
YHR077C	856476	P38798	NMD2
YOR101W	854268	P01119	RAS1
YOR263C		Q08728	
YKR039W	853912	P19145	GAP1
YOR383C	854565	Q08907	FIT3
YPL252C	855824	Q12184	YAH1
YHR156C	856561	P38852	LIN1
YDR107C	851685	Q04562	TMN2
YLR018C	850705	Q12445	POM34
YLR344W	851058	P05743	RPL26A
YPR047W	856160	P08425	MSF1
YDR472W	852083	Q03337	TRS31
YDL030W	851531	P19736	PRP9
YGL209W	852663	P53035	MIG2
Q0092		Q35811	
YOR056C	854221	Q08444	NOB1
YJR090C	853552	P24814	GRR1
YKL019W	853849	P29703	RAM2
YML043C	854964	Q04712	RRN11
YOL075C	854080	Q08234	
YBR006W	852291	P38067	UGA2
YNL283C	855438	P53832	WSC2
YML046W	854960	P39682	PRP39
YOR073W-A		P0C5R3	
YKL184W	853651	P08432	SPE1
YOR246C	854420	Q08651	ENV9
YLR412W	851130	Q06688	BER1
YML004C	855009	P50107	GLO1
YAL002W	851261	P39702	VPS8
YDR468C	852079	Q03322	TLG1
YER019C-A	856740	P52871	SBH2
YLR447C	851168	P32366	VMA6
YIL142C-A		A0A023PYI2	
YBL051C	852229	P34217	PIN4
YOR042W	854206	Q08412	CUE5
YLR361C-A	1466422	Q3E795	
YDL084W	851475	Q07478	SUB2
YDL203C	851324	Q07622	ACK1
YOR236W	854411	P07807	DFR1
YPL119C-A	1466520	Q3E751	
YMR071C	855093	Q04767	TVP18
YOR183W	854355	Q08559	FYV12
YDL025W-A		Q8TGP7	
YBR196C	852495	P12709	PGI1
YPL194W	855907	Q08949	DDC1
YJR035W	853492	P40352	RAD26
YGL163C	852713	P32863	RAD54
YPL157W	855946	Q12052	TGS1
YKR029C	853900	P36124	SET3
YDR285W	851879	P31111	ZIP1
YAL021C	851212	P31384	CCR4
YDL229W	851369	P11484	SSB1
YDR329C	851929	P28795	PEX3
YJL174W	853265	P39005	KRE9
YHR217C		P38898	
YFL036W	850507	P13433	RPO41
YDR034C	851598	P40971	LYS14
YJL203W	853227	P32524	PRP21
YPL177C	855926	P41817	CUP9
YLR112W		Q12130	
YNL147W	855575	P53905	LSM7
YOR176W	854347	P16622	HEM15
YLR435W	851154	Q06672	TSR2
YIL164C	854642	P40447	NIT1
YLR084C	850773	Q12465	RAX2
YHR036W	856431	P38770	BRL1
YKL176C	853678	P34239	LST4
YMR229C	855269	Q05022	RRP5
YOR238W	854413	Q08634	
YOR367W	854549	Q08873	SCP1
YOR297C	854472	Q08749	TIM18
YDR009W	851572	P13045	GAL3
YPR165W	856294	P06780	RHO1
YJL014W	853438	P39077	CCT3
YGR296C-A		P0CL30	
YGR296C-A		P0CL31	
YGR296C-A		P0CL27	
YGR296C-A		P0CL29	
YGR296C-A		P0CL28	
YKL033W-A	853833	Q86ZR7	
YGL178W	852697	P39016	MPT5
YMR063W	855085	Q04734	RIM9
YBL031W	852249	P38200	SHE1
YOR310C	854487	Q12499	NOP58
YGL092W	852788	P49687	NUP145
YPL037C	856070	Q02642	EGD1
YPR093C	856208	Q06834	ASR1
YGR132C	853033	P40961	PHB1
YFR053C	850614	P04806	HXK1
YBR141W-A		Q8TGQ4	
YJL027C	853426	P47063	
YFL048C	850496	P43555	EMP47
YDR488C	852099	P40960	PAC11
YNL286W	855430	P53830	CUS2
YPR066W	856179	Q99344	UBA3
YGL208W	852664	P34164	SIP2
YDR103W	851680	P32917	STE5
YMR301C	855347	P40416	ATM1
YMR276W	855319	P48510	DSK2
YNL337W		P53821	
YPL247C	855829	Q12523	
YPL101W	856002	Q02884	ELP4
YPL064C	856041	Q02770	CWC27
YEL050C	856660	P32611	RML2
YLR091W	850780	Q12393	GEP5
YOR063W	854229	P14126	RPL3
YJR157W		P47184	
YJR149W	853614	P47177	
YNL322C	855394	P17260	KRE1
YGR059W	852950	P41901	SPR3
YKL090W	853772	P36075	CUE2
YER062C	856791	P40106	
YIL096C	854711	P40493	BMT5
YMR002W	855014	Q03667	MIX17
YDR336W	851936	Q05473	MRX8
YLR275W	850981	Q06217	SMD2
YCL010C	850347	P25554	SGF29
YHR091C	856491	P38714	MSR1
YKR041W	853914	P36134	
YAL061W	851238	P39713	BDH2
YML081C-A	854893	P81450	ATP18
YDL101C	851457	P39009	DUN1
YDR162C	851740	Q12163	NBP2
YBL006W-A		Q8TGQ6	
YNL158W	855564	P53896	PGA1
YKL010C	853859	P33202	UFD4
YLR102C	850792	Q12107	APC9
YDR312W	851907	Q12153	SSF2
YDL061C	851498	P41058	RPS29B
YML019W	854989	Q03723	OST6
YCR001W		P25347	
YKL032C	853836	P33417	IXR1
YLR263W	850968	P14291	RED1
YPL256C	855819	P20438	CLN2
YPL099C	856005	Q02888	
YMR176W	855214	Q03214	ECM5
YGR114C		P53268	
YDL040C	851521	P12945	NAT1
YHR052W	856449	P38779	CIC1
YGR128C	853029	P53276	UTP8
YDR145W	851723	Q03761	TAF12
YBL100W-C	1466439	P0C269	
YLR379W		O13579	
YMR158W-B		Q6B0X2	
YIL160C	854646	P27796	POT1
YML108W	854863	Q03759	
YMR198W	855238	Q01649	CIK1
YGL246C	852646	P53063	RAI1
YDR124W	851702	Q04608	
YHR123W	856523	P22140	EPT1
YDL231C	851367	Q07660	BRE4
YHR009C	856400	P38758	TDA3
YGL190C	852685	Q00362	CDC55
YGR033C	852921	P53220	TIM21
YKR051W	853925	P36142	
YML094W	854879	Q04493	GIM5
YMR006C	855018	Q03674	PLB2
YGL112C	852766	P53040	TAF6
YDR190C	851771	Q03940	RVB1
YOR189W	854361	Q08561	IES4
YIL134C-A	1466491	Q45U18	
YAR023C	851276	D6VPM8	
YBR236C	852538	P32783	ABD1
YOL129W	853991	Q12016	VPS68
YOR280C	854454	Q99369	FSH3
YOR037W	854202	P38909	CYC2
YDL064W	851495	P50623	UBC9
YML003W	855010	P0CF16	
YNL168C	855553	P53889	FMP41
YML057C-A		P0C261	
YER006C-A		A0A023PXI8	
YIL062C	854748	P40518	ARC15
YKR098C	853973	P36026	UBP11
YFL015W-A		A0A023PXD9	
YLR459W	851181	P41733	GAB1
YML009C-A		A0A023PYJ0	
YGL001C	852883	P53199	ERG26
YJR154W	853619	P47181	
YFR057W	850618	P43625	
YLR316C	851027	Q9URQ3	TAD3
YBR276C	852579	P38148	PPS1
YDR463W	852074	Q00947	STP1
YOR090C	854257	Q12511	PTC5
YAL034C	851199	P28003	FUN19
YGR168C	853078	P53293	
YGL093W	852787	P53148	SPC105
YJR075W	853538	P47124	HOC1
YLR277C	850983	Q06224	YSH1
YPR023C	856134	Q12432	EAF3
YGR120C	853017	P53271	COG2
YDR491C		Q03418	
YIL151C	854655	P40456	ESL1
YDR449C	852060	Q02354	UTP6
YML093W	854881	Q04500	UTP14
YMR116C	855143	P38011	ASC1
YMR196W	855236	Q04336	
YHL018W	856368	P38744	
YPL093W	856012	Q02892	NOG1
YGR027C	852911	Q3E792	RPS25A
YJR052W	853512	P06779	RAD7
YML053C	854952	Q04978	
YMR151W		P28626	YIM2
YLR229C	850930	P19073	CDC42
YER016W	856736	P40013	BIM1
YBR036C	852324	P35206	CSG2
YDL035C	851527	Q12361	GPR1
YPL134C	855969	Q03028	ODC1
YLR120W-A		Q8TGR1	
YBR045C	852334	P38229	GIP1
YML009C	855002	P36533	MRPL39
YGL259W	852632	P53057	YPS5
YDR074W	851646	P31688	TPS2
YDR525W		Q04413	API2
YMR070W	855092	P54785	MOT3
YOR313C	854490	P09937	SPS4
YKL175W	853679	P34240	ZRT3
YPL153C	855950	P22216	RAD53
YMR219W	855259	Q03661	ESC1
YIL059C		P40520	
YBR291C	852594	P38152	CTP1
YOL032W	854125	Q08202	OPI10
YPL222W	855879	Q08968	FMP40
YGR294W	853210	P53343	PAU12
YGR124W	853025	P49090	ASN2
YML037C	854971	Q03703	
YGL103W	852775	P02406	RPL28
YIR030C	854848	P32460	DCG1
YGL062W	852818	P11154	PYC1
YDR257C	851844	Q12504	RKM4
YHL012W	856374	P38709	
YAL026C-A		A0A023PXH4	
YOR158W	854329	P17558	PET123
YOR162C	854333	Q12172	YRR1
YNL259C	855462	P38636	ATX1
YPR075C	856191	Q06810	OPY2
YJL026C-A		Q8TGJ8	
YGR049W	852940	P32564	SCM4
YBR137W	852434	P38276	
YHR211W	856618	P38894	FLO5
YHR155W	856560	P38851	LAM1
YDR402C	852011	P21595	DIT2
YBR079C	852371	P38249	RPG1
YDR450W	854982	P0CX56	RPS18A
YDR450W	852061	P0CX56	RPS18A
YDR450W	854982	P0CX55	RPS18A
YDR450W	852061	P0CX55	RPS18A
YKL120W	853739	P32332	OAC1
YDR376W	851982	P48360	ARH1
YJR126C	853590	P47161	VPS70
YBR017C	852305	P38217	KAP104
YNR022C	855756	P53724	MRPL50
YNR077C	855814	P53758	
YEL025C	856688	P39991	
YPL118W	855985	Q02950	MRP51
YBL044W	852236	P38194	
YMR280C	855323	P39113	CAT8
YLR048W	850737	P46654	RPS0B
YDR161W	851739	Q03771	ACL4
YBL023C	852258	P29469	MCM2
YCL018W	850342	P04173	LEU2
YOL092W	854061	Q12010	YPQ1
YDR090C	851664	Q03193	
YMR170C	855206	P47771	ALD2
YPL239W	855837	P46683	YAR1
YHR139C	856541	P13130	SPS100
YLL059C		Q12336	
YJL005W	853452	P08678	CYR1
YHR032W-A		P0C5N6	
YKL222C	853658	P35995	
YJL206C	853224	P39529	
YOL061W	854093	Q12265	PRS5
YJL100W	853345	P42951	LSB6
YMR123W	855153	Q03880	PKR1
YNL068C	855656	P41813	FKH2
YML012C-A		Q6B0Y8	
YOR232W	854407	P38523	MGE1
YGR076C	852967	P23369	MRPL25
YBR127C	852424	P16140	VMA2
YPR136C		O13569	
YCR073C	850436	P25390	SSK22
YMR019W	855033	P50104	STB4
YMR206W	855246	Q03695	
YGL161C	852715	P53108	YIP5
YGR062C	852953	P53239	COX18
YMR165C	855201	P32567	PAH1
YJL047C-A	1466468	Q3E737	
YDR189W	851770	P22213	SLY1
YKL092C	853770	P33314	BUD2
YHR210C	856617	P38893	
YER024W	856745	P40017	YAT2
YPL033C	856074	Q03085	SRL4
YPR045C	856158	Q12049	THP3
YGL237C	852614	P06774	HAP2
YGR024C	852908	P53215	THG1
YCR048W	850415	P25628	ARE1
YMR010W	855022	Q03687	ANY1
YGR184C	853096	P19812	UBR1
YLR238W	850939	Q06001	FAR10
YPR038W		Q6B0V8	IRC16
YDR524C	852136	Q04412	AGE1
YDL237W	851361	Q07716	AIM6
YHR072W-A	856471	Q6Q547	NOP10
YHR140W	856543	P38842	
YGR292W	853209	P53341	MAL12
YOR219C	854394	P33894	STE13
YDR188W	851768	P39079	CCT6
YHR044C	856440	P38774	DOG1
YIL083C	854726	P40506	CAB2
YOR182C	854354	P0CX34	RPS30B
YOR182C	850994	P0CX34	RPS30B
YOR182C	854354	P0CX33	RPS30B
YOR182C	850994	P0CX33	RPS30B
YDL133C-A	851344	P0CX87	RPL41B
YDL133C-A	851422	P0CX87	RPL41B
YDL133C-A	851344	P0CX86	RPL41B
YDL133C-A	851422	P0CX86	RPL41B
YLR283W	850988	Q05867	
YDR531W	852144	Q04430	CAB1
YER023W	856744	P32263	PRO3
YGR151C		P53287	
YOL099C		Q08240	
YBR152W	852449	P38282	SPP381
YDR226W	851812	P07170	ADK1
YGL034C		P53186	
YPR011C	856121	Q12251	
YHL016C	856370	P33413	DUR3
YLR298C	851005	Q05900	YHC1
YGL067W	852813	P53164	NPY1
YFR046C	850607	P43618	CNN1
YMR184W	855222	Q03233	ADD37
YHR202W	856609	P38887	
YLR232W		O13546	
YLR086W	850775	Q12267	SMC4
YNL037C	855691	P28834	IDH1
YDL054C	851506	Q07376	MCH1
YML126C	854913	P54839	ERG13
YDL205C	851322	P28789	HEM3
YIL019W	854793	P40546	FAF1
YDR537C		P87261	
YCL005W-A	2732686	Q3E7B6	VMA9
YLR053C	850742	Q12026	
YMR244W	855285	Q04018	
YER079W	856812	P40052	
YBR035C	852323	P38075	PDX3
YPL100W	856004	Q02887	ATG21
YPL076W	856029	P46961	GPI2
YBR289W	852592	P18480	SNF5
YNL085W	855639	P40850	MKT1
YAR002C-A	851264	Q05359	ERP1
YCR033W	850399	P25357	SNT1
YLL041C	850685	P21801	SDH2
YHR019C	856412	P38707	DED81
YCL007C		P25603	
YJL222W-B		P0CL24	
YJL222W-B		P0CL23	
YMR279C	855322	Q03263	
YPL027W	856080	Q02651	SMA1
YDR496C	852107	Q04373	PUF6
YBL017C	852264	P32319	PEP1
YCR019W	850381	P23060	MAK32
YPL271W	855857	P21306	ATP15
YDR313C	851908	Q06651	PIB1
YKL068W	853796	Q02629	NUP100
YGR072W	852963	P48412	UPF3
YDL108W	851450	P06242	KIN28
YLR330W	851041	Q12114	CHS5
YLR244C	850945	Q01662	MAP1
YHL034W-A		A0A023PZH9	
YDR340W		Q05503	
YIL020C-A		A0A023PXM7	
YGL229C	852622	P53036	SAP4
YMR316C-B		A0A023PXQ9	
YBR157C	852454	P38284	ICS2
YGR055W	852946	P50276	MUP1
YLR299C-A		Q8TGM3	
YGL044C	852838	P25299	RNA15
YNL051W	855676	P53951	COG5
YNL148C	855574	P53904	ALF1
YLL019W-A		Q8TGM8	
YMR107W	855134	Q04438	SPG4
YNR075C-A	1466517	Q8TGJ2	
YDL147W	851408	Q12250	RPN5
YDL081C	851478	P05318	RPP1A
YOR294W	854469	Q08746	RRS1
YLR258W	850962	P27472	GSY2
YOR288C	854462	Q12404	MPD1
YDR283C	851877	P15442	GCN2
YIL099W	854708	P08019	SGA1
YBL104C	852170	P38164	SEA4
YJR076C	853539	P32458	CDC11
YNL255C	855466	P53849	GIS2
YJL217W	853238	P40893	REE1
YDR261C	851848	P52911	EXG2
YDL211C	851315	Q12121	
YER136W	856876	P39958	GDI1
YPL128C	855975	Q02457	TBF1
YBL109W		P89495	
YML054C-A	1466497	Q3E809	
YHR213W-B	1466533	Q8TGK1	
YGL054C	852826	P53173	ERV14
YIL093C	854715	P40496	RSM25
YER151C	856895	Q01477	UBP3
YOR110W	854277	Q12415	TFC7
YJR059W	853522	P47116	PTK2
YKR009C	853878	Q02207	FOX2
YCR102C	850466	P25608	
YEL029C	856683	P39988	BUD16
YER065C	856794	P28240	ICL1
YIR024C	854842	P40576	
YLR174W	850871	P41939	IDP2
YJR124C	853588	P47159	
YMR043W	855060	P11746	MCM1
YPL139C	855964	Q03010	UME1
YOR040W	854205	Q12320	GLO4
YIL135C	854671	P40463	VHS2
YHR104W	856504	P38715	GRE3
YJL143W	853298	P39515	TIM17
YAL004W		P39703	
YDL074C	851485	Q07457	BRE1
YGL119W	852758	P27697	COQ8
YEL050W-A		P0C5M7	
YGR068W-A		Q8TGN8	
YDL091C	851467	Q12229	UBX3
YJL059W	853387	P47040	YHC3
YER085C	856818	P40058	
YPL005W	856102	Q12089	AEP3
YJR078W	853541	P47125	BNA2
YFL037W	850506	P02557	TUB2
Q0110	854604	P03873	BI2
YNL070W	855654	P53507	TOM7
YCR075W-A	1466399	Q3E830	EGO2
YOL083W	854071	Q12292	ATG34
YIL020C	854792	P40545	HIS6
YOL136C	853984	Q12471	PFK27
YMR270C	855312	P53437	RRN9
YDR346C	851947	Q05515	SVF1
YBR072C-A	1466444	Q3E794	
YLR444C		O13560	
YNL271C	855450	P41832	BNI1
YKR028W	853899	P36123	SAP190
YER147C	856890	P40090	SCC4
YFL061W	855381	P0CH63	DDI2
YFL061W	850483	P0CH63	DDI2
YFL061W	855381	P0CH64	DDI2
YFL061W	850483	P0CH64	DDI2
YMR175W	855213	P50263	SIP18
YGR206W	853120	P42939	MVB12
YOL130W	853990	Q08269	ALR1
YLR315W	851025	Q06162	NKP2
YLR374C		O13545	
YER064C	856793	P40041	VHR2
YNL198C		P40166	
YDR072C	851644	P38954	IPT1
YGR121W-A	1466458	Q3E816	
YIL023C	854789	P40544	YKE4
YPL148C	855955	Q12036	PPT2
YJL207C	853223	P39526	LAA1
YNR018W	855752	P53721	RCF2
YLR154W-F		P0C5Q0	
YOL021C	854138	Q08162	DIS3
YCL058W-A	3289591	Q2V2Q1	ADF1
YOR282W		Q08741	
YDR242W	851829	P22580	AMD2
YKR076W	853951	P36156	ECM4
YPL080C		Q02826	
YOL077W-A	854077	P81451	ATP19
YER119C	856855	P40074	AVT6
YLR172C	850869	P32469	DPH5
YML009W-B		Q6B0Y1	
YLR273C	850979	Q06216	PIG1
YNL327W	855389	P42835	EGT2
YLL012W	850648	Q07804	YEH1
YGL130W	852747	Q01159	CEG1
YDR323C	851923	P32609	PEP7
YOR319W	854497	Q99181	HSH49
YNL236W	855485	P32259	SIN4
YPL265W	855863	P53388	DIP5
YBR300C		P38362	
YGL042C		P53181	
YCL047C	850310	P25576	POF1
YNR001W-A		P0C5Q7	
YLR022C	850709	Q07953	SDO1
YIL177W-A		P0CL41	
YIL177W-A		P0CL42	
YMR035W	855051	P46972	IMP2
YHR083W	856483	P14693	SAM35
YGR090W	852982	P53254	UTP22
YEL020C-B		P0C5M6	
YLR382C	851098	P11325	NAM2
YLR041W		Q07989	
YBR195C	852494	P13712	MSI1
YBR233W	852533	P38151	PBP2
YOR030W	854195	Q99234	DFG16
YER068W	856799	P34909	MOT2
YJL144W	853297	P47009	
YGR221C	853136	P50078	TOS2
YBR262C	852566	P38341	
YDR486C	852097	Q03390	VPS60
YKR106W	853981	P36173	GEX2
YNL053W	855674	P38590	MSG5
YDR420W	852030	P41809	HKR1
YMR108W	855135	P07342	ILV2
YBR020W	852308	P04385	GAL1
YCR106W	850470	P25611	RDS1
YHR165W-A		A0A023PZE4	
YDL122W	851435	P25037	UBP1
YHL022C	856364	P23179	SPO11
YLR466C-A		P0CL39	
YLR466C-A		P0CL40	
YLR466C-A		P0CL38	
YGR143W	853045	P33336	SKN1
YFL017C	850529	P43577	GNA1
YBR085C-A	852381	O43137	
YLR268W	850973	P22214	SEC22
YER158C	856903	P40095	
YML002W	855011	P0CF17	
YDR390C	851998	P52488	UBA2
YJL125C	853317	P46959	GCD14
YPR052C	856165	P11632	NHP6A
YGL218W		P53084	
YCR040W	850407	P0CY07	MATALPHA1
YCR040W	850293	P0CY07	MATALPHA1
YCR040W	850407	P0CY06	MATALPHA1
YCR040W	850293	P0CY06	MATALPHA1
YML111W	854929	Q03758	BUL2
YMR278W	855321	Q03262	PRM15
YMR185W	855223	Q12751	RTP1
YPR145C-A	3799978	Q2V2P0	
YCR061W	850425	P25639	
YGL198W	852676	P53093	YIP4
YLR420W	851139	P20051	URA4
YNL281W	855440	P53834	HCH1
YNL279W	855442	P53835	PRM1
YMR304C-A		A0A023PYJ7	
YOR291W	854466	Q12697	YPK9
YOL077C	854078	Q08235	BRX1
YML084W		Q04521	
YGL083W	852797	P53009	SCY1
YFR012W	850565	P43595	DCV1
YFL034C-A	850509	P56628	RPL22B
Q0120	854582	P03879	BI4
YJL198W	853241	P39535	PHO90
YER138W-A	856881	P0C270	
YOR390W	854572	Q08913	FEX1
YKL197C	853636	P24004	PEX1
YNL156C	855566	P53898	NSG2
YNL260C	855461	P53846	LTO1
YNL222W	855499	P53538	SSU72
YER130C	856867	P39959	COM2
YIL037C	854774	P40534	PRM2
YIL142W	854664	P39076	CCT2
YDR481C	852092	P11491	PHO8
YDR318W	851916	Q06675	MCM21
YOL052C-A	854104	P89113	DDR2
YPL096W	856009	Q02890	PNG1
YDL105W	851453	P43124	NSE4
YHR032W	856427	P38767	ERC1
YOR123C	854290	P38439	LEO1
YLR137W	850828	Q12367	RKM5
YKL152C	853705	P00950	GPM1
YJL122W	853320	P47019	ALB1
YHR008C	856399	P00447	SOD2
YIR041W	854859	P40585	PAU15
YDL141W	851414	P48445	BPL1
YJL007C		P47080	
YCR045C	850412	P25381	RRT12
YOR013W		Q12479	IRC11
YMR258C	855300	Q04847	ROY1
YFR010W	850562	P43593	UBP6
YJL225C	853231	P40889	
YAR008W	851267	P39707	SEN34
YJL211C		P40898	
YDR400W	852009	Q04179	URH1
YKL093W	853769	P23493	MBR1
YDR522C	852134	P08459	SPS2
YIL034C	854777	P13517	CAP2
YIL073C	854737	P40511	SPO22
YLR087C	850776	Q12150	CSF1
YKL080W	853782	P31412	VMA5
YFL040W	850503	P43562	
YIL091C	854717	P40498	UTP25
YKL185W	853650	P34233	ASH1
YOR249C	854423	Q08683	APC5
YOR362C	854544	P21242	PRE10
YJR073C	853536	P05375	OPI3
YBR123C	852421	P32367	TFC1
YDL173W	851381	Q12515	PAR32
YPR078C	856193	Q06813	
YJR143C	853608	P46971	PMT4
YBR221C	852522	P32473	PDB1
YKR081C	853956	P36160	RPF2
YKR035C		P36129	OPI8
YNL235C		P53856	
YDR279W	851873	Q05635	RNH202
YEL015W	856700	P39998	EDC3
YOL058W	854096	P22768	ARG1
YGR071C	852962	P53246	ENV11
YNR059W	855796	P53745	MNT4
YBL029W	852252	P38201	
YLL049W	850677	Q07887	LDB18
YMR023C	855037	P32559	MSS1
YGR259C		P53321	
YOR143C	854314	P35202	THI80
YOR347C	854529	P52489	PYK2
YLR426W	851146	Q06417	TDA5
YMR291W	855336	Q03533	TDA1
YKL101W	853760	P34244	HSL1
YBL045C	852235	P07256	COR1
YOL157C	854008	Q08295	IMA2
YLL035W	850624	Q07845	GRC3
YNR044W	855780	P32323	AGA1
YLL009C	850651	Q12287	COX17
YFR020W	850576	P43600	CSS2
YPL104W	856000	P15179	MSD1
YOL057W	854097	Q08225	
YLR036C	850725	Q07986	
YIL078W	854732	P04801	THS1
YMR041C	855057	Q04212	ARA2
YGR058W	852949	P53238	PEF1
YER153C	856897	P10355	PET122
YGL195W	852680	P33892	GCN1
YER137W-A		A0A023PZG5	
YNL225C	855496	P53865	CNM67
YPR074W-A		P0C5R6	
YMR029C	855044	Q05040	FAR8
YMR092C	855117	P46680	AIP1
YER113C	856849	P40071	TMN3
YIL052C	854759	P40525	RPL34B
YHL038C	856347	P03874	CBP2
YGL192W	852683	P41833	IME4
YFR038W	850599	P43610	IRC5
YEL030W	856682	P39987	ECM10
YLR118C	850809	Q12354	
YMR138W	855169	P39110	CIN4
YMR122W-A	855152	Q3E842	
YMR053C	855075	P46679	STB2
YNL215W	855506	P40154	IES2
YPL283W-B	4594642	P0CX95	
YPL283W-B	4594642	P0CX96	
YPL283W-B	4594642	P0CX98	
YPL283W-B	4594642	P0CX94	
YPL283W-B	4594642	P0CX97	
YPR162C	856291	P54791	ORC4
YHR071C-A		A0A023PXF2	
YPL030W	856077	Q02648	TRM44
YER083C	856817	P40056	GET2
YDR281C	851875	Q05637	PHM6
YHR081W	856481	P38801	LRP1
YOR321W	854499	P47190	PMT3
YGL206C	852666	P22137	CHC1
YGR060W	852951	P53045	ERG25
YHL050W-A		P0C5B8	
YFR012W-A	850566	Q3E838	
YOR015W		Q12169	
YHL028W	856357	P38739	WSC4
YIR017C	854834	P40573	MET28
YBR191W-A		P0C5L5	
YBR154C	852451	P20434	RPB5
YMR220W	855260	P24521	ERG8
YGL257C	852635	P53059	MNT2
YOR111W	854278	Q99210	
YMR087W	855112	Q04299	
YDR213W	851799	Q12151	UPC2
YNL326C	855390	P42836	PFA3
YBR278W	852580	P27344	DPB3
YOL008W	854154	Q08058	COQ10
YDR179W-A	851760	Q03983	NVJ3
YML031W	854977	P32500	NDC1
YER167W	856914	P33306	BCK2
YEL032C-A		Q8TGP4	
YIL125W	854681	P20967	KGD1
YOR279C	854453	Q12192	RFM1
YDR330W	851930	Q06682	UBX5
YDR106W	851683	Q04549	ARP10
YLR406C	851122	P0C2H9	RPL31B
YML118W	854921	Q03210	NGL3
YKR008W	853877	Q02206	RSC4
YNL100W	855623	P50945	
YLR136C	850827	P47977	TIS11
YDL178W	851376	P46681	DLD2
YEL073C	856636	P39974	
YML120C	854919	P32340	NDI1
YLR385C	851101	Q06707	SWC7
YDR484W	852095	P39904	VPS52
YLR281C	850987	Q05863	
YDR308C	851903	P47822	SRB7
YOR394C-A	1466490	Q8TGJ0	
YDL192W	851335	P11076	ARF1
YER005W	856722	P40009	YND1
YBR273C	852576	P38349	UBX7
YBR032W	852320	P38223	
YDL202W	851325	P36521	MRPL11
YMR078C	855102	P49956	CTF18
YHR073C-B		P0C5N4	
YOR180C	854352	Q08558	DCI1
YPL069C	856036	Q12051	BTS1
YKL056C	853809	P35691	TMA19
YJL131C	853310	P47015	AIM23
YIL154C	854652	P32351	
YDR146C	851724	P08153	SWI5
YJL177W	853262	P46990	RPL17B
YER102W	856839	P0CX40	RPS8B
YER102W	852206	P0CX40	RPS8B
YER102W	856839	P0CX39	RPS8B
YER102W	852206	P0CX39	RPS8B
YBR048W	851589	P0CX47	RPS11B
YBR048W	852337	P0CX47	RPS11B
YBR048W	851589	P0CX48	RPS11B
YBR048W	852337	P0CX48	RPS11B
YNR009W	855743	P53718	NRM1
YBR104W	852401	P38087	YMC2
YFL031W	850513	P41546	HAC1
YHL033C	856352	P17076	RPL8A
